,bidder_id,min_time_interval,avg_time_interval,device_score,url_score,url_num,merchandise_score,merchandise_num,country_score,device_num,ip_num,country_num,total_bids,avg_bid_num,outcome
406,332ef2c7189603a497fc89345ee4f5605i5xw,315789473.0,2771929824.67,0.200758150114,0.0,3,0.703866855903,1,0.477775120435,1,1,1,4,1.33333333333,0.0
407,334714f005e994d46cf4d18093dd4d05fyxc8,52631579.0,2.02572246266e+11,93.3456402564,337.454160899,258,74.430573366,1,112.36867847,85,145,22,378,5.81538461538,1.0
408,33895230e0b25b5d3133d502ef3ecabey84m6,52631579.0,2.25515571473e+11,98.5362940965,13.424908477,192,16.0154472895,1,51.9140305372,108,287,13,339,6.64705882353,0.0
409,339b8ca3185dcaffbc3ebdfd960020e8es0as,15736842105.0,3.19725146199e+11,2.34159694846,0.189083217986,11,1.18926501725,1,2.37162701972,11,19,4,19,4.75,0.0
410,33a7a0121e28cca4e42494dd0f5aa03fdhlm1,894736842.0,3.80813684211e+12,1.74123986802,2.26899861584,9,1.31445080854,1,2.80224874416,11,14,5,21,1.3125,0.0
411,33ba799fab5e4145b54fac4234bb6e13up0tu,578947369.0,5.15210080285e+11,37.3221099962,22.5009029404,1,5.45707513292,1,19.3381233015,26,17,10,119,2.24528301887,0.0
412,340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,210526316.0,2.85814109742e+11,3.00624418913,5.29433010362,9,2.26767395249,1,6.11252410493,30,45,12,48,4.36363636364,0.0
413,340d7ea497f16bdb912ec5c6ce467f71kk7hy,0.0,73880949984.9,255.60957249,597.192144607,258,65.5347617401,1,130.371930575,208,598,10,1047,8.65289256198,1.0
414,342f22fed8b1e90c6ff1a6b7bd80f6334w094,3.12915789474e+12,3.12915789474e+12,0.656999221835,0.189083217986,2,0.351933427952,1,0.26760177253,2,2,1,2,2.0,0.0
415,34914d163517a0cc4f0c971afb2352106vsvz,0.0,2.90754453441e+12,2.9877984543,4.72708044966,3,4.75110127735,1,6.33426760361,8,24,7,27,3.0,0.0
416,34a7ce35b13775be4e20930ba2788a3ebu5n0,3.71578947369e+11,1.15805263158e+12,0.336001455655,0.189083217986,4,0.787625114984,1,0.470532864982,4,4,1,4,4.0,0.0
417,34cc283e180fcd4902ef8758714c6d83th4nf,6.73789473684e+11,6.73789473684e+11,0.387751307517,0.189083217986,2,0.198005511088,1,0.153252262083,2,2,2,2,1.0,0.0
418,34e965deb822f329ecad42b94e8ba0ba3dpt0,315789473.0,1.20259868421e+11,31.9648815446,0.0,6,17.0687712557,1,37.9621267341,2,7,5,97,4.85,0.0
419,353d05bfefe1dd96d3335575ddadf310rgnrr,1.82857894737e+12,3.33410526316e+12,0.36010375354,0.189083217986,3,0.187778686934,1,0.37070544869,3,3,3,3,1.0,0.0
420,354baa6c4764a5bde013ea3f7edc72552r3oa,0.0,89592543859.6,46.3048735415,6.09481321813,476,141.969426976,1,61.4449409512,50,625,1,721,48.0666666667,0.0
421,354d4abc23881a40b8f119225e0dbd09tk1u3,263157895.0,4.03563667233e+11,2.33968255017,1.89083217986,20,5.63093484723,1,4.00628807543,20,28,8,32,1.52380952381,0.0
422,3550d62e04bd3a1239eedbc29d9c970279b1v,2157894736.0,1.22171052632e+12,4.29850192469,4.34891401369,10,3.94335242562,1,5.4878798987,29,53,2,63,2.1724137931,0.0
423,359444416c25e6e90ddb2e3d3d0bc23dufn9s,1e+30,1e+30,0.110076245263,0.189083217986,1,0.0472432073435,1,0.117633216245,1,1,1,1,1.0,0.0
424,35a02f50226eeda275b29a09acef2177k95eb,1684210526.0,1.684475e+13,0.195490729713,0.189083217986,4,0.98453139373,1,0.669004431324,4,4,1,5,1.0,0.0
425,35a89119272ca55d7f602689616b58c3pebir,421052632.0,1.04103947368e+12,1.54043018842,0.756332871945,7,2.28756728169,1,1.12798296041,12,12,8,13,1.08333333333,0.0
426,35b111da8e919bb34e80511be9cbd128pjjdm,1e+30,1e+30,0.164184268626,0.189083217986,1,0.175966713976,1,0.334049640056,1,1,1,1,1.0,0.0
427,35f822bee4f85d98d5b1b23c65681974ywyuv,1.08114736842e+13,3.28762631579e+13,0.287644973766,0.378166435973,2,0.187778686934,1,0.669257750341,2,3,3,3,3.0,0.0
428,361397432ed35185b5a2789867a859ec42v14,21842105263.0,8.89828070175e+11,1.93609424374,1.13449930792,7,1.00148633032,1,1.629933009,13,16,7,16,1.33333333333,0.0
429,361c6da33ccd1c0df152fd932e6fb2a69i4ux,1.3147368421e+11,1.3147368421e+11,0.571100917431,0.378166435973,1,0.393812557492,1,0.668099280112,1,2,1,2,1.0,0.0
430,363ba0a2afea1b074fc1ed270c86050byprz1,6.52368421053e+12,6.52368421053e+12,0.120508861496,0.189083217986,2,0.12518579129,1,0.249350346234,2,2,2,2,1.0,0.0
431,36473d4c641c4c09c20c80e2ab35a36dwzp5d,5.40631578948e+11,1.84206315789e+12,0.325334910026,0.189083217986,3,1.05580028386,1,0.802805317589,5,6,1,6,1.2,0.0
432,367edc726ba8e667973844395493559dtf2o3,52631579.0,30753750893.1,41.5088394243,31.5768974037,244,20.3149939822,1,64.9489583573,176,368,53,443,2.76875,0.0
433,3694aa599f836a57b671ee0814b071775i1nf,0.0,7429542521.15,122.369478377,207.19037381,731,84.1948734793,1,186.086119959,283,914,43,1836,10.994011976,0.0
434,369515b3af4f8ca582f90271d30b14b6r52aw,0.0,2.09916240602e+12,19.8160316562,6.23974619355,2,6.33480170313,1,6.09470285802,4,5,4,36,1.44,0.0
435,36b84c776aea2e008180dbc72393ed750zsbr,1e+30,1e+30,0.594594594595,0.189083217986,1,0.0458577742262,1,0.240370033364,1,1,1,1,1.0,0.0
436,36e2e2f32a3872d3e958c0a58ee79bd129xdy,33526315790.0,1.09941520468e+12,1.11323836247,0.756332871945,3,0.625928956448,1,1.20420026444,6,6,4,10,1.66666666667,0.0
437,36f52ad1abfd307b73c9b69cd5197dddmmxgr,473684210.0,3.12782441935e+11,74.1815486358,6.42882941154,135,48.832757129,1,57.0671833154,118,194,30,248,1.61038961039,0.0
438,3714da7069a5205137cacf89ab3a136ffx2u2,0.0,3641360410.37,353.308943166,3536.16581559,975,659.171310554,1,445.384063039,388,1366,62,3746,22.1656804734,1.0
439,372bf02911448b7f62cc861074a7ac81y0jsn,1e+30,1e+30,0.0867802108678,0.0,1,0.175966713976,1,0.119443780109,1,1,1,1,1.0,0.0
440,3733f7ea492eef1f69f98593d2122c50xwcha,6.25973684211e+12,6.25973684211e+12,0.0736375272034,0.189083217986,2,0.198005511088,1,0.172063500238,2,2,1,2,1.0,0.0
441,37702159c6cd2c1a21cf66600e96cdc6rdbff,1e+30,1e+30,0.045935152672,0.189083217986,1,0.175966713976,1,0.0845751461603,1,1,1,1,1.0,0.0
442,37921a9d842612b3b0281f7098d0002539xrj,98263157895.0,1.48680263158e+12,1.13353316348,0.0,6,1.77215650871,1,1.07499402098,7,9,1,9,1.8,0.0
443,37bb1697e1c3922a06c2d2ea4138a4c8s6wgk,0.0,6744684988.33,235.326916767,813.0,746,160.084804621,1,139.726112139,3,779,3,813,42.7894736842,1.0
444,37bf6f23b628a3e2b5b22ba81beccbef0efoh,0.0,2146687540.38,725.66830662,248.644431652,248,397.777851822,1,888.154440203,528,4870,76,6355,16.9015957447,0.0
445,37ca0d0ded383d709676a4f9729ef39cpjfh4,22263157894.0,6.61991902834e+11,1.01922171934,1.51266574389,7,0.876300539027,1,2.0026441876,12,14,6,14,1.07692307692,0.0
446,37d71b4ae830fcfa6f0c4f65ec386414n8h5l,3.10984210526e+12,1.78578684211e+13,0.475202066934,0.189083217986,5,0.312964478224,1,0.773714912824,5,5,3,5,1.25,0.0
447,37ea72c53cc50112ced4f88810f1b38euoz4r,315789473.0,1.8678254172e+12,2.63668786889,4.28166435973,23,22.8978504673,1,3.613333505,18,35,1,42,2.21052631579,0.0
448,37ebf34eaeb8a434976416c34ed5c6d8ywyoj,1.62052631579e+11,1.00321804511e+13,1.42053145132,0.189083217986,8,1.57525022997,1,1.03381722787,7,8,5,8,1.0,0.0
449,38125387ec30412c438280af8931254dmvfgb,1.25089473684e+12,2.27077192982e+13,0.350297271636,0.378166435973,3,0.703866855903,1,0.484691836624,3,4,3,4,1.0,0.0
450,3835e3bbf9a17a33867860a9ba19621dp4wdc,105263158.0,4.12745614035e+11,4.3613053078,4.1598307957,8,1.46453942765,1,6.60914730379,10,27,4,31,1.82352941176,0.0
451,384ba7c5a8ccf55d174080d9ad7de9b8mfysi,0.0,1.21287532017e+11,97.6899578483,36.4930610714,324,112.266763517,1,115.153562018,207,476,59,638,4.31081081081,0.0
452,385325103b3eb54b0b974523fb7a13e02go5s,2.13736842105e+11,1.85943552632e+13,0.217391304348,0.0,1,0.236216036718,1,0.084390084559,1,5,4,5,1.0,0.0
453,3893d2c62d59c232112efd332bc342dap8b4j,157894737.0,8.24559210526e+11,1.05512200528,0.189083217986,4,2.99143413759,1,1.8227656489,11,13,3,17,1.30769230769,0.0
454,38d9e2e83f25229bd75bfcdc39d776baz5zu2,0.0,20272544066.7,345.282396982,228.601610546,1523,174.901550899,1,541.687447305,333,2162,54,3814,17.6574074074,0.0
455,38e919293f5dbd62d87ce288e41aae2a281m2,0.0,80597234127.7,729.735385175,174.334726983,1,181.547589004,1,438.618250531,114,869,2,922,32.9285714286,0.0
456,3919be53bf4bd411ba25acfdc1362b49u4vle,1e+30,1e+30,0.0276063657032,0.189083217986,1,0.0625928956448,1,0.0296997809561,1,1,1,1,1.0,0.0
457,392d936106b75256632c9dc83c4f1a169bke9,210526316.0,9.63111414901e+11,5.84944207374,0.0,2,13.7254036901,1,9.30937444917,26,66,5,78,2.78571428571,0.0
458,3961434cea4339f0049798fab2bc73aekuxjv,1.5162631579e+12,1.5162631579e+12,0.0791671066163,0.0,2,0.393812557492,1,0.169150292321,2,2,1,2,1.0,0.0
459,39802378690e7d0c61d294f5898852b96hsfh,1e+30,1e+30,0.0553062110902,0.189083217986,1,0.175966713976,1,0.133800886265,1,1,1,1,1.0,0.0
460,3995d9ce0cebd62d77cb8add067d93e15oezc,5.04494736842e+12,3.40929210526e+13,0.492552805879,0.567249653959,1,0.187778686934,1,1.00214892017,1,3,1,3,3.0,0.0
461,39a5a16e5a67c2fb51789cea4d3091f0mv996,894736842.0,13641167483.3,140.192690944,0.0,207,175.966713976,1,196.97786129,418,985,15,1000,4.06504065041,0.0
462,39b501f37dde9b055d627394964d3260qiktx,52631579.0,2.91557298908e+11,25.4044320399,15.6939070929,114,46.8071459176,1,32.2455850972,89,195,20,266,2.128,0.0
463,39f9dad880d32ee607af7571ec24807bn1g2d,421052632.0,3.05402954025e+11,10.6524789189,40.4638086491,6,50.0141948015,1,10.4242797121,67,210,5,254,5.77272727273,0.0
464,3a32eb1c6dcc818e0df4953e978f2e89ljhnf,1.72105263158e+11,2.80203947368e+12,0.353867676285,0.189083217986,5,0.236216036718,1,0.669004431324,3,5,1,5,1.66666666667,0.0
465,3a5420301c0dacbc5675f6f09aac0143tuodl,0.0,7158962185.98,961.313181992,713.221898245,1845,675.940680068,1,1243.10191522,697,6938,106,10799,30.2492997199,0.0
466,3a8124eb9fd3977e43f5e0762d9a09d536rob,1.98052631579e+11,1.22797368421e+12,0.117225636717,0.0,3,0.187778686934,1,0.186786847354,2,2,2,3,1.5,0.0
467,3b233dc399f175100fb11ff9c66fa5b074z60,0.0,5848495111.65,321.404559834,91.1381110694,991,410.354376992,1,443.48784953,320,1739,46,2332,17.8015267176,0.0
468,3b8320619393a6f6bf12219b61cda688k4w4e,62473684211.0,1.43994152047e+12,0.763305582156,0.567249653959,3,0.458577742262,1,0.412503788021,7,10,3,10,1.11111111111,0.0
469,3b947f8c954acf4354d2c3bdcd494fb0x54ee,3.1647368421e+11,1.46488888889e+12,2.26527700298,0.189083217986,5,5.45186915888,1,2.46696127292,8,9,2,10,2.0,0.0
470,3bc8edfa1995a99110b957ee98fb5c76nkl7t,0.0,21818788544.4,102.487267461,24.2026519023,387,28.6152511172,1,66.8261395688,163,448,46,624,4.27397260274,0.0
471,3be127c56b2de21dfcf2836f20afe249hqkxy,1736842106.0,1763157895.0,0.0595488721805,0.567249653959,1,0.590718836238,1,0.352899648736,1,1,1,3,1.0,0.0
472,3c0026d48f3d6e10cef6cdb1f708793ccwkhr,1894736842.0,4.91276315789e+11,0.906128910181,0.378166435973,2,1.77215650871,1,1.0641306378,7,8,2,9,1.0,0.0
473,3c37de5e4321388ba706233d5ca4a0bfp7w67,1e+30,1e+30,0.0463992266796,0.0,1,0.175966713976,1,0.117633216245,1,1,1,1,1.0,0.0
474,3c77ec9f79f6febf630325ef84f2a0bcl3qg1,157894737.0,3.88101867572e+11,2.23029990073,1.89083217986,4,1.46744877524,1,4.20327288867,27,31,5,32,1.6,0.0
475,3cab5bd983f5be9c16789b6c14bae982nhi9c,1e+30,1e+30,0.422360248447,0.0,1,0.175966713976,1,0.117633216245,1,1,1,1,1.0,0.0
476,3ce8aa0207022698b6d0eef09c89b381jzqi1,368421053.0,1.09111302847e+11,15.2115934772,7.56332871945,74,24.2194722858,1,25.9375371238,49,91,17,123,3.84375,0.0
477,3d2608a892e44dad3027ab55bfaa0b26r69hy,0.0,26190693609.7,329.54558804,188.137801896,279,519.453739657,1,413.580224923,319,1153,34,2952,10.006779661,0.0
478,3d281a78c6a116a91baf9c8db22b56bazer1h,105263158.0,3.06953190498e+11,31.3490615872,41.220141521,8,44.6977252754,1,82.3132441189,48,174,5,227,20.6363636364,0.0
479,3d48d4b09fc7559bb6c129fb65c133808brgv,1e+30,1e+30,0.164184268626,0.189083217986,1,0.175966713976,1,0.334049640056,1,1,1,1,1.0,0.0
480,3d48fb12020c1a81a65fdba2d75caf0d6q2nc,157894736.0,1.71491672219e+11,7.67195422248,5.10524688563,11,5.00743165158,1,7.04273158373,30,49,2,80,2.66666666667,0.0
481,3d54d594ffba32e8d6527a688e7227e30iq3k,684210526.0,9.18704260652e+11,8.36176060625,3.59258114174,62,5.32039612981,1,13.7846747441,35,66,11,85,1.63461538462,0.0
482,3d575194dae5a2e2966abdf84d800a3bgbsd8,7.90631578948e+11,7.90631578948e+11,0.151683650594,0.189083217986,2,0.351933427952,1,0.411197405479,2,2,1,2,2.0,0.0
483,3d7bd741177a712ae0417bc4f4a37bcf9jo2a,27368421052.0,27368421052.0,0.226437233053,0.0,1,0.12518579129,1,0.26760177253,2,2,1,2,2.0,0.0
484,3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,0.0,30860770136.2,197.259079695,1278.8938256,844,114.873724437,1,404.075964839,266,821,65,2505,11.1333333333,1.0
485,3d8cccb637b990ec64d662d66ec059cfn1p3p,2842105264.0,1.99343684211e+13,0.295150725208,0.0,4,0.188972829374,1,0.470532864982,2,3,1,4,1.0,0.0
486,3d94b376bae8dd60eea48ded36134a3962glw,46157894737.0,1.59841447368e+12,0.595453477341,0.567249653959,7,1.58370042578,1,1.21575067469,6,8,4,9,1.125,0.0
487,3d9910a238a0f282ad3132dd6fc981c8tv3tg,0.0,9665030254.6,344.064236629,174.523810201,1,181.744495283,1,79.4073053599,124,915,1,923,16.7818181818,1.0
488,3dbb502d9d6f89b26f62cc804df54dcandhp0,52631579.0,59084025854.1,29.14016762,13.992158131,105,45.0915378329,1,31.435005473,76,172,6,229,4.40384615385,0.0
489,3ddd3eba016fc11b07c8a9ecb3fcc2975bkru,1e+30,1e+30,0.0900692840647,0.189083217986,1,0.0458577742262,1,0.117633216245,1,1,1,1,1.0,0.0
490,3ded667003605eb856ed1aa2b82c1732gtma1,1368421052.0,1.50739181287e+11,45.5786854271,64.553339997,8,9.00925075449,1,19.6202596215,32,88,4,91,1.97826086957,0.0
491,3df41510a5044de5438015f37dfa3443bt7pp,31842105263.0,6.59351052632e+12,1.26409795296,0.189083217986,2,0.688521852092,1,1.28581148151,9,10,3,11,11.0,0.0
492,3e0bbd7d75cf543a56919ff5069b31a9gcbql,15421052632.0,1.08925077399e+12,4.19650122301,6.05066297556,29,12.1417032643,1,7.86423849306,39,60,13,69,7.66666666667,0.0
493,3e2e03a4464642627e223fba066182d1qslv5,4.42757894737e+12,4.42757894737e+12,0.121263718335,0.0,2,0.12518579129,1,0.26760177253,2,2,1,2,1.0,0.0
494,3e602dff2e3bbe7a52236df2294c9e059fc2l,1736842105.0,8.58404093567e+11,5.88950695948,5.4834133216,30,16.0129709718,1,13.8066241348,59,75,26,91,1.24657534247,0.0
495,3e85a43950c71b1988a814682abd4392yakvp,0.0,16662913396.0,44.9237006142,58.0485479218,237,144.116738746,1,61.5454533737,212,382,39,819,4.96363636364,0.0
496,3e9180fdf158409adc96aceffab6e00bejjah,8263157895.0,2.58177495463e+12,2.63643297185,0.189083217986,23,16.3556074766,1,3.62999716037,15,21,2,30,1.5,0.0
497,3e995d6f9dda5f29c02af4c9fcb94bac0csrw,0.0,28010667531.8,513.856079629,80.3603676442,2085,543.26442306,1,529.873047776,417,1826,70,2759,4.51554828151,0.0
498,3ecced86078287dbd2eac2cfac98367fbbelu,41157894736.0,42605263157.5,1.0311023622,0.189083217986,2,0.527900141928,1,0.953352920183,1,3,3,3,1.5,0.0
499,3edae72a9d44c43524c0203ce38581d1790xh,1e+30,1e+30,0.0354322527016,0.0,1,0.0472432073435,1,0.133800886265,1,1,1,1,1.0,0.0
500,3ee7de4c5a5e31b7b407827ae1370f70suenu,3.26305263158e+12,3.26305263158e+12,0.0967129309984,0.0,2,0.351933427952,1,0.26760177253,2,2,1,2,1.0,0.0
501,3ef2325f8b68e1c030547a2a54ea6b98zwa2w,1e+30,1e+30,0.059930980285,0.0,1,0.196906278746,1,0.0194513758186,1,1,1,1,1.0,0.0
502,3ef757c3d6a272681c69bbd7e071b705yzt8t,1.10747368421e+12,2.22618421053e+12,0.214320858695,0.189083217986,3,0.141729622031,1,0.943868606482,3,3,3,3,1.5,0.0
503,3f3a3705be5ea07b9ba7ee646ed756fbssuo7,6.25321052632e+12,6.25321052632e+12,1.29958029958,0.0,2,0.0944864146871,1,0.952036160322,2,2,1,2,1.0,0.0
504,3f977186d125ef8bcbee0c1562c7ced2b4utq,23263157895.0,5.74974898785e+12,4.33145987274,1.19541608993,4,2.75668790245,1,6.0030402085,2,14,5,14,14.0,0.0
505,3fae46174ef1a7dce5e9893775f814c4so8s0,1e+30,1e+30,0.343700787402,0.0,1,0.0458577742262,1,0.289462723865,1,1,1,1,1.0,0.0
506,3fe1dacbdaf96fab0c213e218968c518twu76,157894737.0,1.76955697731e+11,39.4310871393,24.5808183382,11,86.048043812,1,18.2265291142,127,342,11,437,7.40677966102,0.0
507,400e8b5b5447b4d11e06a8bb0754d8d6l6xoy,1e+30,1e+30,0.0352433664333,0.189083217986,1,0.175966713976,1,0.133800886265,1,1,1,1,1.0,0.0
508,403640a20dbd2c4bf554e558de137deckn70o,842105263.0,842105263.0,0.134643866972,0.0,1,0.351933427952,1,0.26760177253,1,1,1,2,1.0,0.0
509,4038ae3276c0b47f420a5d73687fb73bghgxf,105263158.0,4.12889670701e+11,22.3636794984,1.89083217986,140,33.0817422275,1,22.7186228227,61,150,12,188,1.86138613861,0.0
510,403d9c0288bab462bae858dc8aff2f94ti9ma,4578947368.0,3.51342105263e+11,0.23947678886,0.567249653959,2,0.98453139373,1,0.0794031076734,2,2,1,5,1.0,0.0
511,4070f6ad5da385ba11cc99183817eb20h69v1,1105263158.0,4.94745864662e+12,0.855696058245,0.945416089932,9,2.63950070964,1,1.63487254909,12,12,8,15,1.15384615385,0.0
512,4073de52fb5c46376dc3cac6b2f2cecdxyqjg,368421053.0,7.54804736842e+12,0.927940231719,0.567249653959,5,0.688521852092,1,2.13174057019,10,9,6,11,1.0,0.0
513,40829191b83242ef1f380f90876cdd74mrqe1,52631579.0,1.63995471236e+11,32.3114057799,5.4834133216,180,84.8666061396,1,61.691951942,107,326,63,431,4.18446601942,0.0
514,4089a2b7f26e5c13a7f3350bd52ebf8fh21nm,0.0,10727483539.7,133.208587395,101.445235908,156,79.6181632601,1,181.701588186,186,901,14,1272,12.4705882353,0.0
515,408f81a85f3b31f8cabedf6ccd381961pop72,1.0572631579e+12,5.37686842105e+12,0.539536570147,0.189083217986,3,0.137573322679,1,0.286276622195,3,3,3,3,1.0,0.0
516,40e00fd204d0ce97110032bfc47f423d0bgrd,1578947369.0,47649838882.9,63.2340278601,148.0,23,6.99199468684,1,55.9984668333,5,5,3,148,7.04761904762,1.0
517,40ef6a4a0c99b478fee1c93f4105b9d9mh9iv,1e+30,1e+30,0.164184268626,0.189083217986,1,0.0990027555439,1,0.334049640056,1,1,1,1,1.0,0.0
518,40efc98d259ee36a8c2a387ba49f39d0fa39h,0.0,41199168133.1,30.2651192931,27.417066608,23,20.6556555628,1,43.6643581305,105,157,5,330,7.33333333333,0.0
519,40f2eaf03624a31952397644f1b79a6fvtfjf,210526316.0,87986495844.9,90.3906560636,28.9297323519,1,83.4135981308,1,35.1111767098,1,146,28,153,3.06,0.0
520,414af5edf09c473bde75644b76a68e7feesrw,52631579.0,1.08551522768e+11,66.5505940282,54.834133216,381,125.464267065,1,108.743023572,195,474,68,713,2.80708661417,0.0
521,417adcdcd7157e75c66469c07208af00qjnuo,263157895.0,263157895.0,0.538918519563,0.378166435973,1,0.198005511088,1,0.408008121444,2,1,1,2,2.0,0.0
522,4199816cef8be846ca71ae752575744fimyto,0.0,19962758458.6,51.6796793167,0.0,5,88.410919157,1,130.160006921,1,437,2,449,40.8181818182,0.0
523,42025aabb56a61f3bea90d27b283b517dyk4t,1e+30,1e+30,0.110076245263,0.0,1,0.0472432073435,1,0.117633216245,1,1,1,1,1.0,0.0
524,420e7aebb49d7ab3c04e109a98e152d7kquiz,78315789474.0,1.31472807018e+12,0.36550471128,0.189083217986,2,1.23176699783,1,0.928526281674,7,7,4,7,1.16666666667,0.0
525,424aed9d807cfe0b2167cfdaa4957fc0heell,7631578947.0,7.66940350877e+12,0.405415010788,0.888888888889,3,1.96906278746,1,1.17633216245,3,8,1,10,2.0,0.0
526,424b638423f4862b2a84f22ec25fa22eb2c8p,1e+30,1e+30,0.0989503902395,0.0,1,0.0990027555439,1,0.117633216245,1,1,1,1,1.0,0.0
527,429b876aa7e2d6741ddf322685363ccchue2v,17473684211.0,7.55847953216e+11,0.461141873962,1.70174896188,2,0.458577742262,1,1.53471702637,6,9,2,10,1.0,0.0
528,429f301119adc32d35541dd4d60903563s7nr,0.0,1.71214131218e+11,19.1419224677,1.3235825259,57,14.5710646272,1,12.71103194,47,58,6,74,2.38709677419,0.0
529,42c407eb70ddacdcd59d63f22caaafc4fa0p2,0.0,38472766217.9,94.3866377965,263.949597727,68,60.7085163217,1,59.6299748609,82,88,12,345,6.63461538462,1.0
530,42cce5c657dc7d99911d950cb22fcb4fmzz5e,1210526316.0,9.2147368421e+11,0.284858381031,0.0,3,0.312964478224,1,0.540297814722,4,4,3,5,1.66666666667,0.0
531,42e631af9bd00e5e816f08eba3b102d5ch576,157894737.0,3.56638401559e+11,60.8559611772,42.6528918671,3,10.2517759935,1,71.4449764292,5,13,4,217,16.6923076923,1.0
532,42f754cb72e01c08005598e1f9383341fn7xh,315789473.0,4.38363337321e+11,78.3010486576,1.70174896188,65,17.5234877313,1,36.7108603388,33,160,5,177,2.45833333333,0.0
533,43295f805d813e816fee438d9a394bc4o4of1,32631578948.0,9.82126315789e+12,0.407494324196,0.567249653959,4,1.23176699783,1,1.0933930056,7,7,2,7,1.0,0.0
534,43553dd8b9370fbba5efa6b652d9b43ezsj11,5578947368.0,1.34922556391e+12,3.87416465138,1.51266574389,1,0.377945658748,1,1.33520635369,3,8,5,8,1.6,0.0
535,4376fc192e83a1a5d7a83085369916e8rr035,78789473684.0,4.33894736842e+12,0.236698813897,0.0,2,0.527900141928,1,0.401402658794,2,3,1,3,3.0,0.0
536,437ac1b8d08c3b328924aad097a3dcdey2m1k,52631578.0,2.43223310643e+11,22.8150938467,24.0135686843,42,55.9574150443,1,48.3052106847,112,245,39,318,3.08737864078,0.0
537,437c191e614776c1535305f602ea9033sdfmf,8.07052631579e+11,2.72797368421e+12,0.416550654281,0.378166435973,2,0.590718836238,1,0.845379885122,2,3,2,3,1.5,0.0
538,438e53670ffa2990cdef656700bb49bf684fz,1157894737.0,4.9767611336e+11,2.23599565978,0.0,25,4.75110127735,1,3.56404487499,14,25,2,27,1.8,0.0
539,43bd7fe0ed7629fa774a461127a629f19je0a,526315790.0,8.07684764543e+11,7.88615396633,9.6432441173,36,4.40234632572,1,10.4274883289,45,66,19,96,1.92,0.0
540,43c76d050c9d2509d85c9dc2b1a1dba4zb3qt,1052631579.0,82777849531.8,25.7242487812,5.67249653959,121,28.858541092,1,21.9862513114,72,132,12,164,2.10256410256,0.0
541,445305769cbfccafc89ff5ebd004598einesy,0.0,4345428302.9,498.52485435,167.905897572,1146,196.353913638,1,497.001776845,540,1771,80,3137,8.91193181818,0.0
542,445eea09a6299164f60dd11f23276b44rkt8q,578947369.0,578947369.0,0.0778973387685,0.189083217986,2,0.12518579129,1,0.26760177253,2,1,1,2,2.0,0.0
543,4483201dee43b51f338c0efd3b13bb895tric,6631578947.0,4.44944736842e+12,0.0718778758188,0.378166435973,2,0.527900141928,1,0.354710212599,2,2,2,3,1.0,0.0
544,44bc1c87245aac66d176620f6ac9611ddbcil,8421052632.0,4.16777960526e+11,3.14507120032,0.378166435973,27,5.8069015612,1,4.07309496306,26,32,4,33,1.375,0.0
545,44be920e88377290bb204795f05a20369jp06,7.46134210526e+13,7.46134210526e+13,0.0942599803644,0.189083217986,2,0.351933427952,1,0.212438277897,2,2,2,2,1.0,0.0
546,44bfa21b7d497f097a594c8861d4f8d4w5e97,0.0,25292522044.6,576.373023806,588.091149115,9,537.930244624,1,596.029461235,147,1482,83,3057,8.37534246575,1.0
547,44c38c27b9de757c8c7c05cf07b7e3eb14qpt,1e+30,1e+30,0.0456503898236,0.0,1,0.175966713976,1,0.117633216245,1,1,1,1,1.0,0.0
548,44c75302aa4404e23781f8337cddf6ed5tqun,1e+30,1e+30,0.229184549356,0.189083217986,1,0.175966713976,1,0.187226992017,1,1,1,1,1.0,0.0
549,44d34926c0863edb7575b819980e0e728pn5b,1e+30,1e+30,0.045935152672,0.189083217986,1,0.196906278746,1,0.133800886265,1,1,1,1,1.0,0.0
550,452619e019e5651a8d98e3d59a478b7fez5e0,18842105263.0,1.44588210526e+13,0.306902947311,0.378166435973,4,1.05580028386,1,0.705799297472,4,5,1,6,1.0,0.0
551,4566ae63ee93ffc6b000b5cbea7f6a8ehbg00,7473684211.0,1.04634210526e+13,3.08646771032,1.28571428571,7,1.37834395122,1,1.44252084614,3,4,2,7,1.16666666667,0.0
552,4579226b86f3ca5b5ea1597efabae4c42j4rw,8.27368421053e+11,2.21796842105e+13,0.193312998859,0.378166435973,3,0.183431096905,1,0.451484477759,3,4,2,4,1.0,0.0
553,458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3,0.0,11717444384.2,280.192034028,1126.88691125,845,229.395814739,1,394.986373835,166,414,36,1165,11.3106796117,1.0
554,45927dd51fb4301c459ab96d48f64752q0o9e,46473684211.0,6.72902631579e+11,0.989774745531,1.3235825259,12,0.992107354214,1,1.76542755452,17,21,9,21,1.23529411765,0.0
555,459ea22b6b51936d0788de9f78a3547bf4jrw,20736842105.0,2.71991578947e+11,1.39038700888,1.89083217986,12,4.57513456337,1,5.30410557877,23,26,1,26,6.5,0.0
556,45c3a73b88760d4390f42ea4fae97d84la5wh,1631578947.0,9.39820175439e+11,1.45954853411,0.945416089932,8,2.28756728169,1,2.79092170518,9,12,7,13,1.44444444444,0.0
